timestamp,frame,estacion,camara,personas,confianza_promedio,latencia_ms
2026-05-19T21:02:46.414806,2,Caqueta,CAM-A2,0,0.0,141.82
2026-05-19T21:02:46.551045,4,Caqueta,CAM-A2,0,0.0,101.37
2026-05-19T21:02:46.661982,6,Caqueta,CAM-A2,0,0.0,101.35
2026-05-19T21:02:46.765850,8,Caqueta,CAM-A2,0,0.0,94.56
2026-05-19T21:02:46.873464,10,Caqueta,CAM-A2,0,0.0,97.72
2026-05-19T21:02:47.037723,12,Caqueta,CAM-A2,0,0.0,154.11
2026-05-19T21:02:47.169127,14,Caqueta,CAM-A2,0,0.0,120.66
2026-05-19T21:02:47.303114,16,Caqueta,CAM-A2,0,0.0,123.11
2026-05-19T21:02:47.423899,18,Caqueta,CAM-A2,0,0.0,111.48
2026-05-19T21:02:47.546385,20,Caqueta,CAM-A2,0,0.0,110.93
2026-05-19T21:02:47.681018,22,Caqueta,CAM-A2,0,0.0,123.91
2026-05-19T21:02:47.816110,24,Caqueta,CAM-A2,0,0.0,124.23
2026-05-19T21:02:47.937884,26,Caqueta,CAM-A2,0,0.0,111.54
2026-05-19T21:02:48.059137,28,Caqueta,CAM-A2,0,0.0,111.04
2026-05-19T21:02:48.162699,30,Caqueta,CAM-A2,0,0.0,93.55
2026-05-19T21:02:48.268605,32,Caqueta,CAM-A2,0,0.0,96.34
2026-05-19T21:02:48.371303,34,Caqueta,CAM-A2,0,0.0,92.86
2026-05-19T21:02:48.471812,36,Caqueta,CAM-A2,0,0.0,91.01
2026-05-19T21:02:48.575897,38,Caqueta,CAM-A2,0,0.0,94.91
2026-05-19T21:02:48.682454,40,Caqueta,CAM-A2,0,0.0,97.07
2026-05-19T21:02:48.790908,42,Caqueta,CAM-A2,0,0.0,99.02
2026-05-19T21:02:48.890151,44,Caqueta,CAM-A2,0,0.0,89.78
2026-05-19T21:02:48.946098,46,Caqueta,CAM-A2,0,0.0,48.25
2026-05-19T21:02:48.997484,48,Caqueta,CAM-A2,0,0.0,45.21
2026-05-19T21:02:49.048442,50,Caqueta,CAM-A2,0,0.0,43.53
2026-05-19T21:02:49.097269,52,Caqueta,CAM-A2,0,0.0,41.17
2026-05-19T21:02:49.147428,54,Caqueta,CAM-A2,0,0.0,42.84
2026-05-19T21:02:49.195951,56,Caqueta,CAM-A2,0,0.0,42.48
2026-05-19T21:02:49.244909,58,Caqueta,CAM-A2,0,0.0,41.7
2026-05-19T21:02:49.294622,60,Caqueta,CAM-A2,0,0.0,43.08
2026-05-19T21:02:49.344107,62,Caqueta,CAM-A2,2,0.857,41.89
2026-05-19T21:02:49.393907,64,Caqueta,CAM-A2,7,0.548,42.99
2026-05-19T21:02:49.442878,66,Caqueta,CAM-A2,8,0.579,40.17
2026-05-19T21:02:49.487653,68,Caqueta,CAM-A2,8,0.545,35.85
2026-05-19T21:02:49.532815,70,Caqueta,CAM-A2,10,0.49,36.37
2026-05-19T21:02:49.576331,72,Caqueta,CAM-A2,7,0.56,34.31
2026-05-19T21:02:49.619936,74,Caqueta,CAM-A2,14,0.48,35.16
2026-05-19T21:02:49.663483,76,Caqueta,CAM-A2,12,0.481,33.7
2026-05-19T21:02:49.706623,78,Caqueta,CAM-A2,13,0.463,33.41
2026-05-19T21:02:49.750613,80,Caqueta,CAM-A2,5,0.622,34.31
2026-05-19T21:02:49.803275,82,Caqueta,CAM-A2,7,0.545,44.18
2026-05-19T21:02:49.869170,84,Caqueta,CAM-A2,7,0.556,57.25
2026-05-19T21:02:49.930377,86,Caqueta,CAM-A2,5,0.629,53.14
2026-05-19T21:02:49.978766,88,Caqueta,CAM-A2,5,0.601,39.59
2026-05-19T21:02:50.043497,90,Caqueta,CAM-A2,5,0.569,56.78
2026-05-19T21:02:50.113103,92,Caqueta,CAM-A2,7,0.587,60.77
2026-05-19T21:02:50.190997,94,Caqueta,CAM-A2,6,0.618,69.0
2026-05-19T21:02:50.265032,96,Caqueta,CAM-A2,7,0.609,65.26
2026-05-19T21:02:50.359027,98,Caqueta,CAM-A2,6,0.668,82.7
2026-05-19T21:02:50.445535,100,Caqueta,CAM-A2,7,0.66,73.7
2026-05-19T21:02:50.548948,102,Caqueta,CAM-A2,7,0.722,92.0
2026-05-19T21:02:50.660768,104,Caqueta,CAM-A2,8,0.596,101.38
2026-05-19T21:02:50.779016,106,Caqueta,CAM-A2,9,0.536,105.43
2026-05-19T21:02:50.980034,108,Caqueta,CAM-A2,8,0.567,188.8
2026-05-19T21:02:51.059176,110,Caqueta,CAM-A2,8,0.566,66.26
2026-05-19T21:02:51.150763,112,Caqueta,CAM-A2,11,0.528,79.47
2026-05-19T21:02:51.205075,114,Caqueta,CAM-A2,9,0.481,42.36
2026-05-19T21:02:51.263981,116,Caqueta,CAM-A2,7,0.521,48.8
2026-05-19T21:02:51.693675,118,Caqueta,CAM-A2,7,0.527,47.6
2026-05-19T21:02:51.745180,120,Caqueta,CAM-A2,10,0.482,41.6
2026-05-19T21:02:51.793641,122,Caqueta,CAM-A2,5,0.636,38.61
2026-05-19T21:02:51.848177,124,Caqueta,CAM-A2,6,0.603,44.79
2026-05-19T21:02:51.893783,126,Caqueta,CAM-A2,6,0.583,36.44
2026-05-19T21:02:51.946293,128,Caqueta,CAM-A2,8,0.513,43.43
2026-05-19T21:02:51.995605,130,Caqueta,CAM-A2,7,0.563,40.01
2026-05-19T21:02:52.046035,132,Caqueta,CAM-A2,5,0.594,41.26
2026-05-19T21:02:52.100058,134,Caqueta,CAM-A2,5,0.544,44.87
2026-05-19T21:02:52.161431,136,Caqueta,CAM-A2,4,0.573,51.91
2026-05-19T21:02:52.215274,138,Caqueta,CAM-A2,5,0.512,44.46
2026-05-19T21:02:52.273805,140,Caqueta,CAM-A2,5,0.517,49.28
2026-05-19T21:02:52.335064,142,Caqueta,CAM-A2,4,0.551,51.87
2026-05-19T21:02:52.385992,144,Caqueta,CAM-A2,3,0.606,40.85
2026-05-19T21:02:52.436097,146,Caqueta,CAM-A2,3,0.64,41.22
2026-05-19T21:02:52.485078,148,Caqueta,CAM-A2,4,0.591,40.16
2026-05-19T21:02:52.531544,150,Caqueta,CAM-A2,3,0.668,37.3
2026-05-19T21:02:52.583250,152,Caqueta,CAM-A2,3,0.626,42.52
2026-05-19T21:02:52.632449,154,Caqueta,CAM-A2,4,0.629,39.54
2026-05-19T21:02:52.685214,156,Caqueta,CAM-A2,5,0.59,42.93
2026-05-19T21:02:52.740163,158,Caqueta,CAM-A2,5,0.582,45.25
2026-05-19T21:02:52.798344,160,Caqueta,CAM-A2,7,0.469,48.7
2026-05-19T21:02:52.853383,162,Caqueta,CAM-A2,4,0.612,45.28
2026-05-19T21:02:52.907197,164,Caqueta,CAM-A2,3,0.758,43.41
2026-05-19T21:02:52.962712,166,Caqueta,CAM-A2,3,0.794,45.83
2026-05-19T21:02:53.016589,168,Caqueta,CAM-A2,3,0.796,44.29
2026-05-19T21:02:53.068938,170,Caqueta,CAM-A2,3,0.816,42.99
2026-05-19T21:02:53.118941,172,Caqueta,CAM-A2,4,0.667,40.4
2026-05-19T21:02:53.168197,174,Caqueta,CAM-A2,3,0.793,39.87
2026-05-19T21:02:53.216839,176,Caqueta,CAM-A2,4,0.766,39.11
2026-05-19T21:02:53.259587,178,Caqueta,CAM-A2,4,0.805,33.51
2026-05-19T21:02:53.306299,180,Caqueta,CAM-A2,5,0.614,36.89
2026-05-19T21:02:53.351568,182,Caqueta,CAM-A2,7,0.582,35.88
2026-05-19T21:02:53.397919,184,Caqueta,CAM-A2,7,0.605,36.57
2026-05-19T21:02:53.448909,186,Caqueta,CAM-A2,7,0.656,41.38
2026-05-19T21:02:53.497603,188,Caqueta,CAM-A2,7,0.628,38.82
2026-05-19T21:02:53.541130,190,Caqueta,CAM-A2,6,0.637,34.06
2026-05-19T21:02:53.587769,192,Caqueta,CAM-A2,6,0.657,36.34
2026-05-19T21:02:53.636411,194,Caqueta,CAM-A2,6,0.644,38.68
2026-05-19T21:02:53.683789,196,Caqueta,CAM-A2,7,0.645,37.64
2026-05-19T21:02:53.728031,198,Caqueta,CAM-A2,7,0.647,34.66
2026-05-19T21:02:53.771326,200,Caqueta,CAM-A2,7,0.675,33.52
2026-05-19T21:02:53.817555,202,Caqueta,CAM-A2,8,0.675,36.01
2026-05-19T21:02:53.861197,204,Caqueta,CAM-A2,10,0.641,33.94
2026-05-19T21:02:53.906949,206,Caqueta,CAM-A2,8,0.699,35.04
2026-05-19T21:02:53.952871,208,Caqueta,CAM-A2,8,0.714,35.9
2026-05-19T21:02:53.998159,210,Caqueta,CAM-A2,7,0.743,35.08
2026-05-19T21:02:54.041169,212,Caqueta,CAM-A2,9,0.665,33.43
2026-05-19T21:02:54.084354,214,Caqueta,CAM-A2,8,0.616,33.31
2026-05-19T21:02:54.127716,216,Caqueta,CAM-A2,8,0.614,33.66
2026-05-19T21:02:54.172622,218,Caqueta,CAM-A2,8,0.661,35.03
2026-05-19T21:02:54.215842,220,Caqueta,CAM-A2,6,0.679,33.41
2026-05-19T21:02:54.259385,222,Caqueta,CAM-A2,7,0.633,34.01
2026-05-19T21:02:54.304934,224,Caqueta,CAM-A2,7,0.725,35.78
2026-05-19T21:02:54.350772,226,Caqueta,CAM-A2,7,0.705,35.74
2026-05-19T21:02:54.397806,228,Caqueta,CAM-A2,7,0.7,36.01
2026-05-19T21:02:54.442905,230,Caqueta,CAM-A2,7,0.697,35.34
2026-05-19T21:02:54.487577,232,Caqueta,CAM-A2,8,0.635,34.73
2026-05-19T21:02:54.533774,234,Caqueta,CAM-A2,9,0.685,35.81
2026-05-19T21:02:54.580717,236,Caqueta,CAM-A2,9,0.682,36.23
2026-05-19T21:02:54.627876,238,Caqueta,CAM-A2,9,0.685,36.25
2026-05-19T21:02:54.673586,240,Caqueta,CAM-A2,9,0.648,34.93
2026-05-19T21:02:54.718532,242,Caqueta,CAM-A2,9,0.627,34.98
2026-05-19T21:02:54.762921,244,Caqueta,CAM-A2,9,0.581,34.51
2026-05-19T21:02:54.809595,246,Caqueta,CAM-A2,8,0.632,35.22
2026-05-19T21:02:54.855746,248,Caqueta,CAM-A2,7,0.654,36.09
2026-05-19T21:02:54.900240,250,Caqueta,CAM-A2,8,0.541,34.68
2026-05-19T21:02:54.947532,252,Caqueta,CAM-A2,8,0.581,37.63
2026-05-19T21:02:54.995835,254,Caqueta,CAM-A2,10,0.602,38.4
2026-05-19T21:02:55.042220,256,Caqueta,CAM-A2,10,0.614,35.94
