timestamp,frame,estacion,camara,personas,confianza_promedio,latencia_ms
2026-05-19T21:09:02.812107,2,Tacna,CAM-B2,0,0.0,96.73
2026-05-19T21:09:02.911412,4,Tacna,CAM-B2,0,0.0,80.77
2026-05-19T21:09:02.998285,6,Tacna,CAM-B2,0,0.0,72.58
2026-05-19T21:09:03.087542,8,Tacna,CAM-B2,0,0.0,74.81
2026-05-19T21:09:03.183748,10,Tacna,CAM-B2,0,0.0,80.82
2026-05-19T21:09:03.282455,12,Tacna,CAM-B2,0,0.0,84.18
2026-05-19T21:09:03.381179,14,Tacna,CAM-B2,0,0.0,82.44
2026-05-19T21:09:03.490581,16,Tacna,CAM-B2,0,0.0,92.96
2026-05-19T21:09:03.616206,18,Tacna,CAM-B2,0,0.0,104.79
2026-05-19T21:09:03.728516,20,Tacna,CAM-B2,0,0.0,97.08
2026-05-19T21:09:03.926179,22,Tacna,CAM-B2,0,0.0,178.91
2026-05-19T21:09:04.071085,24,Tacna,CAM-B2,0,0.0,126.35
2026-05-19T21:09:04.207816,26,Tacna,CAM-B2,0,0.0,126.5
2026-05-19T21:09:04.331057,28,Tacna,CAM-B2,0,0.0,113.51
2026-05-19T21:09:04.457708,30,Tacna,CAM-B2,0,0.0,115.28
2026-05-19T21:09:04.587745,32,Tacna,CAM-B2,0,0.0,118.84
2026-05-19T21:09:04.723453,34,Tacna,CAM-B2,0,0.0,124.15
2026-05-19T21:09:04.858242,36,Tacna,CAM-B2,1,0.339,123.87
2026-05-19T21:09:04.998800,38,Tacna,CAM-B2,1,0.708,126.74
2026-05-19T21:09:05.145150,40,Tacna,CAM-B2,1,0.681,132.03
2026-05-19T21:09:05.294142,42,Tacna,CAM-B2,1,0.77,132.82
2026-05-19T21:09:05.416678,44,Tacna,CAM-B2,1,0.826,108.76
2026-05-19T21:09:05.533524,46,Tacna,CAM-B2,1,0.836,104.02
2026-05-19T21:09:05.674426,48,Tacna,CAM-B2,2,0.548,126.65
2026-05-19T21:09:05.855757,50,Tacna,CAM-B2,2,0.71,161.84
2026-05-19T21:09:05.990950,52,Tacna,CAM-B2,2,0.75,121.2
2026-05-19T21:09:06.133582,54,Tacna,CAM-B2,4,0.564,124.88
2026-05-19T21:09:06.485892,56,Tacna,CAM-B2,5,0.551,336.27
2026-05-19T21:09:06.590963,58,Tacna,CAM-B2,5,0.609,85.05
2026-05-19T21:09:06.689849,60,Tacna,CAM-B2,4,0.689,79.77
2026-05-19T21:09:06.787682,62,Tacna,CAM-B2,4,0.78,79.26
2026-05-19T21:09:06.893392,64,Tacna,CAM-B2,4,0.771,85.63
2026-05-19T21:09:06.990949,66,Tacna,CAM-B2,5,0.721,79.7
2026-05-19T21:09:07.089845,68,Tacna,CAM-B2,5,0.722,79.76
2026-05-19T21:09:07.189788,70,Tacna,CAM-B2,5,0.738,80.77
2026-05-19T21:09:07.299447,72,Tacna,CAM-B2,5,0.727,90.15
2026-05-19T21:09:07.402602,74,Tacna,CAM-B2,4,0.778,79.91
2026-05-19T21:09:07.506177,76,Tacna,CAM-B2,5,0.706,85.2
2026-05-19T21:09:07.617453,78,Tacna,CAM-B2,5,0.746,90.88
2026-05-19T21:09:07.721469,80,Tacna,CAM-B2,6,0.706,84.66
2026-05-19T21:09:07.839880,82,Tacna,CAM-B2,6,0.72,98.2
2026-05-19T21:09:07.954817,84,Tacna,CAM-B2,6,0.72,95.24
2026-05-19T21:09:08.062577,86,Tacna,CAM-B2,6,0.671,87.83
2026-05-19T21:09:08.167906,88,Tacna,CAM-B2,7,0.625,82.89
2026-05-19T21:09:08.274447,90,Tacna,CAM-B2,6,0.652,86.71
2026-05-19T21:09:08.414211,92,Tacna,CAM-B2,6,0.705,119.65
2026-05-19T21:09:08.522810,94,Tacna,CAM-B2,6,0.696,89.23
2026-05-19T21:09:08.625030,96,Tacna,CAM-B2,6,0.715,80.05
2026-05-19T21:09:08.726294,98,Tacna,CAM-B2,8,0.621,82.2
2026-05-19T21:09:08.842215,100,Tacna,CAM-B2,7,0.649,96.93
2026-05-19T21:09:08.979489,102,Tacna,CAM-B2,8,0.597,108.54
2026-05-19T21:09:09.094000,104,Tacna,CAM-B2,7,0.609,93.18
2026-05-19T21:09:09.195406,106,Tacna,CAM-B2,9,0.563,81.77
2026-05-19T21:09:09.301675,108,Tacna,CAM-B2,6,0.678,85.06
2026-05-19T21:09:09.401764,110,Tacna,CAM-B2,6,0.693,82.05
2026-05-19T21:09:09.505475,112,Tacna,CAM-B2,7,0.624,85.92
2026-05-19T21:09:09.636945,114,Tacna,CAM-B2,7,0.632,112.31
2026-05-19T21:09:09.778406,116,Tacna,CAM-B2,8,0.647,127.85
2026-05-19T21:09:09.921639,118,Tacna,CAM-B2,8,0.678,129.35
2026-05-19T21:09:10.107896,120,Tacna,CAM-B2,8,0.665,155.37
2026-05-19T21:09:10.228159,122,Tacna,CAM-B2,8,0.706,103.57
